Week,WeekStart,Symbol,H1_Bars_Above20,H1_Total_Bars,H1_Pct_Above20,H1_Range_Pips,H1_AvgADX,H1_MaxADX,H4_Bars_Above20,H4_Total_Bars,H4_Pct_Above20,H4_Bars_Above30,H4_Pct_Above30,H4_Range_Pips,H4_AvgADX,H4_MaxADX
2026-W16,2026.04.13,USDJPY,86,120,71.7,189.6,24.75,36.20,0,30,0.0,0,0.0,0.0,15.81,19.90
2026-W17,2026.04.20,USDJPY,27,120,22.5,53.1,16.68,27.30,0,30,0.0,0,0.0,0.0,14.49,17.13
2026-W18,2026.04.27,USDJPY,6,25,24.0,19.5,18.33,21.25,0,7,0.0,0,0.0,0.0,12.91,13.80
2023-W01,2023.01.02,EURUSD,55,120,45.8,200.9,20.05,35.53,4,30,13.3,0,0.0,44.4,17.66,23.01
2023-W02,2023.01.09,EURUSD,58,120,48.3,207.9,23.00,43.56,25,30,83.3,6,20.0,155.8,25.24,32.06
2023-W03,2023.01.16,EURUSD,28,120,23.3,56.8,16.48,29.56,11,30,36.7,0,0.0,99.6,19.87,28.74
2023-W04,2023.01.23,EURUSD,58,120,48.3,83.1,20.99,40.42,26,30,86.7,0,0.0,94.1,24.34,27.18
2023-W05,2023.01.30,EURUSD,70,120,58.3,240.4,23.05,38.73,0,30,0.0,0,0.0,0.0,17.14,19.13
2023-W06,2023.02.06,EURUSD,67,120,55.8,132.6,26.03,47.40,25,30,83.3,1,3.3,123.3,24.39,30.14
2023-W07,2023.02.13,EURUSD,83,120,69.2,191.8,27.38,45.81,4,30,13.3,0,0.0,89.0,17.44,20.97
2023-W08,2023.02.20,EURUSD,12,120,10.0,152.8,14.88,27.20,15,30,50.0,2,6.7,124.2,21.67,31.41
2023-W09,2023.02.27,EURUSD,74,120,61.7,158.6,21.90,31.77,20,30,66.7,5,16.7,158.6,22.78,33.61
2023-W10,2023.03.06,EURUSD,107,120,89.2,176.5,25.90,42.54,2,30,6.7,0,0.0,88.7,16.67,21.99
2023-W11,2023.03.13,EURUSD,52,119,43.7,221.0,19.67,29.40,28,30,93.3,3,10.0,243.8,24.88,31.41
2023-W12,2023.03.20,EURUSD,106,119,89.1,298.4,27.59,53.19,30,30,100.0,11,36.7,298.4,28.49,36.38
2023-W13,2023.03.27,EURUSD,46,120,38.3,133.8,20.68,37.17,30,30,100.0,2,6.7,181.6,27.52,30.30
2023-W14,2023.04.03,EURUSD,61,120,50.8,184.9,20.06,38.50,18,30,60.0,0,0.0,184.9,20.23,25.68
2023-W15,2023.04.10,EURUSD,119,120,99.2,244.5,30.05,41.95,14,30,46.7,8,26.7,117.6,22.57,38.47
2023-W16,2023.04.17,EURUSD,47,120,39.2,83.9,17.87,27.40,18,30,60.0,5,16.7,90.5,22.59,36.22
2023-W17,2023.04.24,EURUSD,71,120,59.2,131.0,22.05,31.95,7,30,23.3,0,0.0,86.7,16.24,21.41
2023-W18,2023.05.01,EURUSD,64,120,53.3,127.3,21.35,37.32,10,30,33.3,0,0.0,125.0,17.48,22.83
2023-W19,2023.05.08,EURUSD,51,120,42.5,206.3,19.29,35.77,3,30,10.0,0,0.0,69.9,18.51,22.94
2023-W20,2023.05.15,EURUSD,59,120,49.2,130.7,21.36,36.83,9,30,30.0,0,0.0,130.7,17.79,24.35
2023-W21,2023.05.22,EURUSD,56,120,46.7,93.6,20.15,36.45,19,30,63.3,0,0.0,99.6,21.62,28.78
2023-W22,2023.05.29,EURUSD,19,120,15.8,108.4,16.59,25.39,11,30,36.7,0,0.0,81.8,19.36,24.56
2023-W23,2023.06.05,EURUSD,75,120,62.5,120.1,23.85,39.15,0,30,0.0,0,0.0,0.0,15.73,18.06
2023-W24,2023.06.12,EURUSD,106,120,88.3,237.6,27.78,39.26,13,30,43.3,0,0.0,169.6,18.37,27.52
2023-W25,2023.06.19,EURUSD,39,120,32.5,150.5,18.28,33.24,16,30,53.3,0,0.0,167.5,20.70,27.52
2023-W26,2023.06.26,EURUSD,9,120,7.5,83.4,15.26,21.94,2,30,6.7,0,0.0,62.5,16.84,20.78
2023-W27,2023.07.03,EURUSD,46,120,38.3,139.6,19.33,30.33,5,30,16.7,0,0.0,67.1,17.37,20.86
2023-W28,2023.07.10,EURUSD,101,120,84.2,292.0,30.90,50.18,16,30,53.3,10,33.3,231.2,25.68,46.82
2023-W29,2023.07.17,EURUSD,36,120,30.0,132.4,17.54,28.75,30,30,100.0,22,73.3,168.0,38.18,48.15
2023-W30,2023.07.24,EURUSD,11,120,9.2,102.2,15.22,21.38,18,30,60.0,0,0.0,126.2,20.46,24.60
2023-W31,2023.07.31,EURUSD,47,120,39.2,107.0,18.33,27.41,19,30,63.3,0,0.0,129.8,21.13,29.26
2023-W32,2023.08.07,EURUSD,36,120,30.0,121.9,17.47,29.86,15,30,50.0,0,0.0,86.8,19.45,23.11
2023-W33,2023.08.14,EURUSD,42,120,35.0,79.2,19.23,28.27,0,30,0.0,0,0.0,0.0,11.53,14.73
2023-W34,2023.08.21,EURUSD,30,120,25.0,110.8,18.22,36.96,0,30,0.0,0,0.0,0.0,10.32,17.25
2023-W35,2023.08.28,EURUSD,74,120,61.7,115.6,21.42,33.19,0,30,0.0,0,0.0,0.0,13.28,17.61
2023-W36,2023.09.04,EURUSD,65,120,54.2,122.5,22.20,37.84,6,30,20.0,0,0.0,41.7,15.63,21.37
2023-W37,2023.09.11,EURUSD,38,120,31.7,136.3,18.15,28.92,0,30,0.0,0,0.0,0.0,13.17,17.95
2023-W38,2023.09.18,EURUSD,13,120,10.8,119.9,13.46,25.19,2,30,6.7,0,0.0,105.6,15.01,20.48
2023-W39,2023.09.25,EURUSD,93,120,77.5,129.0,25.92,43.57,22,30,73.3,11,36.7,129.0,26.11,36.92
2023-W40,2023.10.02,EURUSD,59,120,49.2,103.0,23.22,42.81,21,30,70.0,0,0.0,143.5,22.11,27.48
2023-W41,2023.10.09,EURUSD,20,120,16.7,101.7,14.26,23.59,0,30,0.0,0,0.0,0.0,14.82,17.87
2023-W42,2023.10.16,EURUSD,35,120,29.2,80.9,16.59,31.14,0,30,0.0,0,0.0,0.0,12.94,15.12
2023-W43,2023.10.23,EURUSD,71,120,59.2,172.7,24.62,41.06,0,30,0.0,0,0.0,0.0,15.02,18.08
2023-W44,2023.10.30,EURUSD,20,119,16.8,136.2,17.53,31.72,0,30,0.0,0,0.0,0.0,14.79,19.98
2023-W45,2023.11.06,EURUSD,120,120,100.0,100.2,30.64,40.68,12,30,40.0,0,0.0,92.2,19.16,26.17
2023-W46,2023.11.13,EURUSD,36,120,30.0,216.7,19.47,37.02,4,30,13.3,0,0.0,82.4,17.09,20.53
2023-W47,2023.11.20,EURUSD,100,120,83.3,112.7,25.59,36.44,24,30,80.0,7,23.3,112.7,25.08,33.81
2023-W48,2023.11.27,EURUSD,44,120,36.7,92.2,18.18,28.25,3,30,10.0,0,0.0,138.5,18.27,20.14
2023-W49,2023.12.04,EURUSD,15,120,12.5,111.7,14.98,23.95,30,30,100.0,20,66.7,171.7,32.07,38.57
2023-W50,2023.12.11,EURUSD,83,120,69.2,241.9,22.76,33.56,30,30,100.0,10,33.3,267.4,28.05,37.02
2023-W51,2023.12.18,EURUSD,96,120,80.0,148.4,24.04,34.55,22,30,73.3,0,0.0,148.4,21.58,27.13
2023-W52,2023.12.25,EURUSD,33,90,36.7,84.3,19.93,36.11,23,23,100.0,12,52.2,130.7,29.17,35.26
2024-W01,2024.01.01,EURUSD,43,96,44.8,121.6,20.50,35.34,24,24,100.0,0,0.0,167.7,26.44,29.34
2024-W02,2024.01.08,EURUSD,9,120,7.5,17.5,13.66,21.39,6,30,20.0,0,0.0,56.1,17.67,23.17
2024-W03,2024.01.15,EURUSD,76,120,63.3,122.9,25.19,43.73,14,30,46.7,0,0.0,62.3,18.62,24.89
2024-W04,2024.01.22,EURUSD,16,120,13.3,62.8,16.36,27.01,0,30,0.0,0,0.0,0.0,12.72,17.23
2024-W05,2024.01.29,EURUSD,20,120,16.7,117.2,16.37,26.40,0,30,0.0,0,0.0,0.0,16.36,19.45
2024-W06,2024.02.05,EURUSD,84,120,70.0,65.7,24.57,38.32,7,30,23.3,0,0.0,42.3,16.79,21.35
2024-W07,2024.02.12,EURUSD,35,120,29.2,55.4,18.23,39.55,0,30,0.0,0,0.0,0.0,13.90,16.38
2024-W08,2024.02.19,EURUSD,29,120,24.2,120.0,17.02,28.75,8,30,26.7,0,0.0,56.3,17.72,20.81
2024-W09,2024.02.26,EURUSD,75,120,62.5,63.8,23.27,39.27,15,30,50.0,0,0.0,69.3,19.97,27.15
2024-W10,2024.03.04,EURUSD,34,120,28.3,110.7,17.37,25.02,6,30,20.0,0,0.0,63.4,15.34,21.25
2024-W11,2024.03.11,EURUSD,31,119,26.1,41.0,19.43,45.56,5,30,16.7,0,0.0,37.0,18.80,21.06
2024-W12,2024.03.18,EURUSD,58,119,48.7,140.7,19.58,33.07,0,30,0.0,0,0.0,0.0,16.02,19.30
2024-W13,2024.03.25,EURUSD,58,119,48.7,96.4,19.26,33.30,0,30,0.0,0,0.0,0.0,14.61,18.70
2024-W14,2024.04.01,EURUSD,83,120,69.2,152.0,24.61,41.33,27,30,90.0,0,0.0,152.0,24.23,29.30
2024-W15,2024.04.08,EURUSD,42,120,35.0,134.1,18.27,44.61,8,30,26.7,1,3.3,214.9,19.07,30.76
2024-W16,2024.04.15,EURUSD,58,120,48.3,87.6,20.38,45.52,30,30,100.0,19,63.3,89.0,32.42,39.65
2024-W17,2024.04.22,EURUSD,18,120,15.0,61.7,16.43,26.91,2,30,6.7,0,0.0,21.3,17.51,21.61
2024-W18,2024.04.29,EURUSD,69,120,57.5,163.2,23.96,51.88,0,30,0.0,0,0.0,0.0,15.02,17.20
2024-W19,2024.05.06,EURUSD,28,120,23.3,44.3,16.58,27.08,0,30,0.0,0,0.0,0.0,14.26,18.51
2024-W20,2024.05.13,EURUSD,51,120,42.5,59.4,18.40,34.40,6,30,20.0,0,0.0,39.5,14.83,21.93
2024-W21,2024.05.20,EURUSD,9,120,7.5,20.6,16.40,29.18,0,30,0.0,0,0.0,0.0,13.16,15.61
2024-W22,2024.05.27,EURUSD,93,120,77.5,100.7,24.61,42.89,0,30,0.0,0,0.0,0.0,13.87,17.80
2024-W23,2024.06.03,EURUSD,24,120,20.0,117.0,16.59,34.70,0,30,0.0,0,0.0,0.0,11.37,14.12
2024-W24,2024.06.10,EURUSD,58,120,48.3,178.2,23.79,44.48,7,30,23.3,0,0.0,54.1,18.23,21.94
2024-W25,2024.06.17,EURUSD,57,120,47.5,70.1,19.58,36.59,2,30,6.7,0,0.0,31.3,14.47,20.53
2024-W26,2024.06.24,EURUSD,53,120,44.2,80.3,19.54,30.70,0,30,0.0,0,0.0,0.0,12.86,15.20
2024-W27,2024.07.01,EURUSD,37,120,30.8,102.9,19.31,37.86,11,30,36.7,5,16.7,59.0,19.73,36.96
2024-W28,2024.07.08,EURUSD,51,120,42.5,113.0,18.38,32.99,30,30,100.0,19,63.3,113.0,32.37,38.88
2024-W29,2024.07.15,EURUSD,73,120,60.8,72.4,22.87,35.24,30,30,100.0,22,73.3,76.6,34.42,40.73
2024-W30,2024.07.22,EURUSD,71,120,59.2,77.0,24.67,46.57,30,30,100.0,0,0.0,77.0,25.76,28.93
2024-W31,2024.07.29,EURUSD,52,120,43.3,128.4,19.55,33.91,13,30,43.3,0,0.0,68.4,18.98,23.22
2024-W32,2024.08.05,EURUSD,65,120,54.2,116.4,21.13,35.36,14,30,46.7,0,0.0,116.4,21.00,28.86
2024-W33,2024.08.12,EURUSD,17,120,14.2,56.9,14.70,25.71,25,30,83.3,7,23.3,133.6,26.00,33.99
2024-W34,2024.08.19,EURUSD,82,120,68.3,151.3,33.26,52.97,30,30,100.0,29,96.7,178.2,40.09,44.44
2024-W35,2024.08.26,EURUSD,63,120,52.5,119.8,20.79,35.48,30,30,100.0,7,23.3,157.8,26.08,39.92
2024-W36,2024.09.02,EURUSD,49,120,40.8,129.1,21.99,44.49,19,30,63.3,0,0.0,108.9,20.81,24.66
2024-W37,2024.09.09,EURUSD,76,120,63.3,87.6,25.13,45.15,4,30,13.3,0,0.0,55.4,16.27,22.42
2024-W38,2024.09.16,EURUSD,66,120,55.0,108.3,20.65,32.96,30,30,100.0,23,76.7,120.5,32.69,38.35
2024-W39,2024.09.23,EURUSD,46,120,38.3,110.6,19.41,35.60,30,30,100.0,22,73.3,130.8,32.00,38.34
2024-W40,2024.09.30,EURUSD,58,120,48.3,78.5,18.99,30.41,30,30,100.0,6,20.0,257.8,26.36,36.74
2024-W41,2024.10.07,EURUSD,41,120,34.2,59.8,18.72,37.50,30,30,100.0,30,100.0,97.2,41.70,46.58
2024-W42,2024.10.14,EURUSD,98,120,81.7,125.6,25.92,36.91,30,30,100.0,30,100.0,125.6,44.44,48.74
2024-W43,2024.10.21,EURUSD,64,120,53.3,110.0,20.95,37.93,30,30,100.0,20,66.7,110.0,30.15,37.87
2024-W44,2024.10.28,EURUSD,20,119,16.8,106.6,16.93,26.12,4,30,13.3,0,0.0,106.6,16.65,20.98
2024-W45,2024.11.04,EURUSD,69,120,57.5,254.5,21.17,32.31,4,30,13.3,0,0.0,218.5,18.05,21.56
2024-W46,2024.11.11,EURUSD,112,120,93.3,231.7,27.59,39.44,20,30,66.7,11,36.7,157.6,24.89,34.83
2024-W47,2024.11.18,EURUSD,69,120,57.5,274.9,21.84,32.66,15,30,50.0,2,6.7,274.9,21.22,31.03
2024-W48,2024.11.25,EURUSD,18,120,15.0,137.8,16.20,25.32,10,30,33.3,0,0.0,119.8,17.65,23.25
2024-W49,2024.12.02,EURUSD,14,120,11.7,38.7,15.11,26.39,4,30,13.3,0,0.0,87.5,15.49,23.38
2024-W50,2024.12.09,EURUSD,8,120,6.7,43.1,14.11,23.10,9,30,30.0,0,0.0,71.3,16.88,24.04
2024-W51,2024.12.16,EURUSD,8,120,6.7,80.1,15.81,26.13,0,30,0.0,0,0.0,0.0,10.77,12.40
2024-W52,2024.12.23,EURUSD,20,96,20.8,61.2,14.88,27.95,0,24,0.0,0,0.0,0.0,12.26,13.21
2025-W01,2024.12.30,EURUSD,31,94,33.0,150.0,16.89,34.00,0,24,0.0,0,0.0,0.0,10.94,13.01
2025-W02,2025.01.06,EURUSD,66,120,55.0,223.8,20.22,26.68,5,30,16.7,0,0.0,96.3,16.14,21.55
2025-W03,2025.01.13,EURUSD,42,120,35.0,176.7,17.75,27.00,7,30,23.3,0,0.0,99.9,17.42,23.21
2025-W04,2025.01.20,EURUSD,44,120,36.7,115.8,19.24,27.53,15,30,50.0,0,0.0,115.8,19.54,24.34
2025-W05,2025.01.27,EURUSD,0,120,0.0,0.0,14.29,18.77,0,30,0.0,0,0.0,0.0,14.48,18.64
2025-W06,2025.02.03,EURUSD,30,120,25.0,121.5,18.10,30.90,0,30,0.0,0,0.0,0.0,13.67,17.13
2025-W07,2025.02.10,EURUSD,74,120,61.7,186.8,23.65,36.05,6,30,20.0,0,0.0,66.9,15.50,22.96
2025-W08,2025.02.17,EURUSD,54,120,45.0,104.9,18.84,28.57,17,30,56.7,0,0.0,105.7,20.60,24.07
2025-W09,2025.02.24,EURUSD,33,120,27.5,165.1,18.24,32.63,0,30,0.0,0,0.0,0.0,13.57,17.25
2025-W10,2025.03.03,EURUSD,98,120,81.7,422.3,31.75,53.53,14,30,46.7,8,26.7,175.2,22.35,36.92
2025-W11,2025.03.10,EURUSD,53,119,44.5,142.4,19.19,28.40,30,30,100.0,23,76.7,142.4,34.92,40.57
2025-W12,2025.03.17,EURUSD,59,119,49.6,130.3,21.40,35.68,30,30,100.0,0,0.0,157.8,24.73,28.83
2025-W13,2025.03.24,EURUSD,35,119,29.4,104.2,18.40,31.88,24,30,80.0,0,0.0,125.5,23.49,28.70
2025-W14,2025.03.31,EURUSD,44,120,36.7,259.7,20.34,44.32,7,30,23.3,0,0.0,183.2,16.51,24.15
2025-W15,2025.04.07,EURUSD,77,120,64.2,594.1,27.23,50.51,12,30,40.0,3,10.0,594.1,20.09,32.31
2025-W16,2025.04.14,EURUSD,49,120,40.8,129.0,20.33,35.77,30,30,100.0,30,100.0,160.7,35.24,37.40
2025-W17,2025.04.21,EURUSD,67,120,55.8,265.3,21.72,38.63,24,30,80.0,15,50.0,265.3,29.45,39.54
2025-W18,2025.04.28,EURUSD,40,120,33.3,155.9,15.98,26.52,10,30,33.3,0,0.0,115.0,17.57,26.32
2025-W19,2025.05.05,EURUSD,52,120,43.3,184.6,19.27,25.82,2,30,6.7,0,0.0,56.4,14.05,20.94
2025-W20,2025.05.12,EURUSD,79,120,65.8,200.4,24.97,44.43,6,30,20.0,0,0.0,88.5,16.67,22.50
2025-W21,2025.05.19,EURUSD,89,120,74.2,199.3,26.41,45.44,30,30,100.0,11,36.7,207.4,27.56,33.23
2025-W22,2025.05.26,EURUSD,44,120,36.7,195.3,21.33,48.67,27,30,90.0,15,50.0,208.6,28.95,36.94
2025-W23,2025.06.02,EURUSD,46,120,38.3,100.1,19.95,32.55,5,30,16.7,0,0.0,45.7,17.61,21.16
2025-W24,2025.06.09,EURUSD,70,120,58.3,226.0,25.40,46.22,9,30,30.0,0,0.0,142.6,18.48,26.84
2025-W25,2025.06.16,EURUSD,11,120,9.2,140.3,15.41,21.58,13,30,43.3,0,0.0,141.1,19.57,27.13
2025-W26,2025.06.23,EURUSD,57,120,47.5,164.9,20.51,35.27,11,30,36.7,4,13.3,86.7,19.56,33.19
2025-W27,2025.06.30,EURUSD,27,120,22.5,68.3,17.31,30.78,30,30,100.0,20,66.7,121.9,32.26,40.65
2025-W28,2025.07.07,EURUSD,21,120,17.5,66.4,16.42,23.37,4,30,13.3,0,0.0,72.1,16.55,23.08
2025-W29,2025.07.14,EURUSD,8,120,6.7,80.2,14.55,20.84,0,30,0.0,0,0.0,0.0,14.67,18.12
2025-W30,2025.07.21,EURUSD,63,120,52.5,127.5,20.57,29.95,19,30,63.3,0,0.0,109.9,20.92,26.99
2025-W31,2025.07.28,EURUSD,61,120,50.8,370.2,22.50,44.19,23,30,76.7,12,40.0,207.8,26.65,33.57
2025-W32,2025.08.04,EURUSD,33,120,27.5,88.2,16.61,36.60,17,30,56.7,0,0.0,171.4,20.59,27.72
2025-W33,2025.08.11,EURUSD,14,120,11.7,43.3,16.46,41.58,6,30,20.0,0,0.0,66.5,17.67,21.97
2025-W34,2025.08.18,EURUSD,102,120,85.0,159.6,26.31,44.43,8,30,26.7,0,0.0,75.8,18.89,24.29
2025-W35,2025.08.25,EURUSD,53,120,44.2,151.0,19.99,33.60,8,30,26.7,0,0.0,113.1,18.40,22.92
2025-W36,2025.09.01,EURUSD,34,120,28.3,151.5,17.69,33.16,0,30,0.0,0,0.0,0.0,11.99,15.39
2025-W37,2025.09.08,EURUSD,41,120,34.2,90.8,17.56,31.95,11,30,36.7,0,0.0,97.8,18.80,26.50
2025-W38,2025.09.15,EURUSD,50,120,41.7,190.1,19.74,39.70,17,30,56.7,0,0.0,190.1,19.28,25.30
2025-W39,2025.09.22,EURUSD,84,120,70.0,174.6,24.86,39.16,5,30,16.7,0,0.0,64.3,18.90,23.05
2025-W40,2025.09.29,EURUSD,40,120,33.3,64.2,18.02,36.91,0,30,0.0,0,0.0,0.0,15.21,17.31
2025-W41,2025.10.06,EURUSD,62,120,51.7,140.8,22.82,43.05,15,30,50.0,0,0.0,106.2,19.23,25.68
2025-W42,2025.10.13,EURUSD,65,120,54.2,118.0,20.59,32.67,9,30,30.0,0,0.0,136.4,19.60,27.83
2025-W43,2025.10.20,EURUSD,60,121,49.6,94.2,21.40,39.90,29,31,93.5,0,0.0,99.1,22.86,27.13
2025-W44,2025.10.27,EURUSD,41,119,34.5,146.5,18.93,28.79,0,30,0.0,0,0.0,0.0,15.86,18.99
2025-W45,2025.11.03,EURUSD,53,120,44.2,112.7,22.25,45.12,26,30,86.7,0,0.0,122.5,22.72,26.46
2025-W46,2025.11.10,EURUSD,11,120,9.2,99.6,14.94,32.96,7,30,23.3,0,0.0,42.1,17.13,22.40
2025-W47,2025.11.17,EURUSD,54,120,45.0,115.3,19.49,30.38,0,30,0.0,0,0.0,0.0,12.30,14.11
2025-W48,2025.11.24,EURUSD,17,120,14.2,48.0,16.53,23.58,0,30,0.0,0,0.0,0.0,13.91,17.32
2025-W49,2025.12.01,EURUSD,43,120,35.8,46.4,20.59,44.82,8,30,26.7,0,0.0,43.2,16.38,21.35
2025-W50,2025.12.08,EURUSD,40,120,33.3,88.9,18.02,30.90,10,30,33.3,0,0.0,80.6,20.24,28.68
2025-W51,2025.12.15,EURUSD,41,120,34.2,101.3,18.05,31.02,18,30,60.0,0,0.0,101.0,21.63,28.08
2025-W52,2025.12.22,EURUSD,63,96,65.6,102.2,24.79,41.80,16,24,66.7,0,0.0,46.5,22.60,29.67
2026-W01,2025.12.29,EURUSD,48,95,50.5,51.6,20.59,40.77,18,26,69.2,0,0.0,68.9,21.15,26.47
2026-W02,2026.01.05,EURUSD,39,120,32.5,110.7,18.55,32.81,6,30,20.0,0,0.0,43.8,17.30,26.87
2026-W03,2026.01.12,EURUSD,33,120,27.5,78.2,17.07,31.53,27,30,90.0,0,0.0,113.8,23.10,27.18
2026-W04,2026.01.19,EURUSD,66,120,55.0,169.1,22.84,42.13,5,30,16.7,0,0.0,256.4,18.60,21.65
2026-W05,2026.01.26,EURUSD,48,120,40.0,248.1,19.52,33.41,30,30,100.0,11,36.7,248.1,27.66,33.51
2026-W06,2026.02.02,EURUSD,37,120,30.8,98.7,18.35,38.48,30,30,100.0,0,0.0,109.3,24.46,27.58
2026-W07,2026.02.09,EURUSD,31,120,25.8,71.6,17.41,37.09,23,30,76.7,0,0.0,119.2,23.70,28.45
2026-W08,2026.02.16,EURUSD,74,120,61.7,115.0,21.49,29.49,24,30,80.0,16,53.3,115.0,30.11,41.01
2026-W09,2026.02.23,EURUSD,62,120,51.7,68.6,19.32,27.57,20,30,66.7,9,30.0,68.8,25.00,35.70
2026-W10,2026.03.02,EURUSD,40,121,33.1,168.2,19.92,34.72,23,31,74.2,0,0.0,141.6,24.62,29.88
2026-W11,2026.03.09,EURUSD,34,120,28.3,152.6,17.77,33.83,17,31,54.8,0,0.0,257.1,21.55,28.71
2026-W12,2026.03.16,EURUSD,32,120,26.7,180.3,18.07,33.76,11,31,35.5,0,0.0,129.3,18.75,28.54
2026-W13,2026.03.23,EURUSD,13,119,10.9,46.0,13.69,22.67,0,30,0.0,0,0.0,0.0,10.58,17.97
2026-W14,2026.03.30,EURUSD,79,120,65.8,184.0,24.39,41.37,17,30,56.7,0,0.0,184.0,19.45,25.24
2026-W15,2026.04.06,EURUSD,38,120,31.7,80.2,19.53,37.71,14,30,46.7,0,0.0,96.4,17.99,28.21
2026-W16,2026.04.13,EURUSD,64,120,53.3,116.9,23.24,42.96,30,30,100.0,24,80.0,185.4,33.75,38.36
2026-W17,2026.04.20,EURUSD,67,120,55.8,93.5,24.83,43.54,27,30,90.0,1,3.3,122.0,24.01,30.80
2026-W18,2026.04.27,EURUSD,25,25,100.0,63.2,25.40,28.16,3,7,42.9,0,0.0,59.1,19.62,22.53
